0	1	7
0	2	8
0	3	2
0	5	2
0	7	7
0	8	6
0	9	11
0	11	11
0	13	1
0	14	6
0	15	10
0	16	2
0	17	1
0	18	4
0	21	1
0	22	1
0	23	4
0	24	1
0	25	3
0	26	1
0	27	1
0	28	9
0	29	2
0	33	1
0	34	3
0	35	1
0	36	2
0	37	1
0	38	3
0	40	1
0	44	1
0	46	2
0	47	2
0	48	1
0	49	3
0	50	1
0	52	1
0	54	1
0	59	1
0	61	2
0	62	2
0	64	1
0	67	3
0	68	1
0	70	1
0	72	1
0	76	1
0	78	4
0	81	2
0	82	1
0	84	1
0	89	1
0	91	2
0	93	4
0	103	1
0	104	1
1	2	4
1	3	7
1	5	6
1	6	2
1	7	9
1	8	2
1	9	7
1	10	8
1	11	10
1	12	3
1	14	3
1	15	1
1	16	2
1	17	4
1	18	2
1	19	2
1	20	3
1	23	1
1	24	2
1	25	4
1	26	1
1	29	4
1	30	1
1	31	2
1	32	1
1	38	1
1	39	2
1	41	2
1	42	5
1	46	1
1	48	2
1	57	1
1	59	5
1	61	1
1	62	2
1	63	1
1	67	4
1	72	2
1	78	2
1	88	1
1	91	3
1	92	1
1	96	2
1	98	3
1	100	1
1	103	1
1	109	1
1	110	1
2	5	4
2	8	2
2	9	6
2	10	3
2	11	6
2	14	3
2	15	9
2	16	2
2	17	2
2	23	1
2	27	1
2	29	5
2	34	1
2	37	1
2	38	1
2	40	1
2	41	6
2	42	8
2	46	2
2	47	1
2	49	1
2	51	2
2	52	1
2	53	2
2	59	1
2	62	2
2	67	3
2	69	1
2	70	1
2	71	2
2	72	2
2	77	3
2	85	1
2	89	1
2	91	1
2	96	6
2	97	2
2	98	5
2	103	6
3	6	1
3	7	1
3	9	3
3	11	1
3	12	1
3	14	4
3	15	3
3	16	1
3	17	4
3	18	3
3	19	1
3	20	1
3	21	2
3	23	3
3	25	3
3	26	1
3	27	2
3	28	2
3	29	1
3	35	1
3	37	1
3	38	2
3	40	2
3	42	2
3	44	1
3	45	3
3	47	1
3	49	1
3	52	1
3	53	1
3	58	1
3	59	1
3	60	1
3	62	1
3	69	1
3	71	1
3	76	1
3	77	2
3	81	1
3	84	1
3	92	2
3	93	3
3	96	2
3	106	1
3	109	1
3	110	1
4	0	2
4	2	4
4	3	1
4	7	4
4	8	1
4	10	2
4	11	4
4	15	3
4	16	1
4	17	1
4	20	3
4	21	2
4	23	2
4	24	2
4	25	1
4	28	3
4	29	1
4	32	1
4	34	2
4	35	1
4	36	1
4	38	1
4	39	1
4	40	2
4	50	1
4	57	1
4	59	3
4	67	2
4	70	3
4	75	1
4	86	2
4	91	1
4	92	1
5	4	1
5	6	1
5	9	4
5	11	11
5	12	2
5	14	6
5	15	7
5	17	1
5	18	7
5	19	1
5	20	3
5	21	1
5	22	4
5	24	2
5	25	1
5	27	1
5	28	1
5	30	1
5	34	4
5	38	4
5	41	1
5	42	1
5	45	2
5	46	2
5	47	1
5	49	4
5	50	1
5	51	1
5	52	1
5	56	2
5	59	1
5	61	1
5	62	2
5	63	2
5	68	2
5	72	1
5	73	2
5	78	1
5	81	1
5	84	2
5	85	1
5	86	3
5	92	1
5	98	2
5	105	1
5	106	2
5	108	1
6	2	2
6	7	2
6	9	1
6	11	5
6	12	4
6	13	1
6	15	3
6	18	1
6	22	2
6	23	1
6	25	1
6	31	1
6	38	1
6	42	1
6	43	2
6	44	2
6	47	1
